LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1760385036.022598,901837.000,15204,1,AX,1,100,-0.064
1760385036.062598,901877.000,15222,2,AX,1,100,0.059
1760385036.102598,901917.000,15222,2,AX,1,100,-0.165
1760385036.142598,901957.000,15237,3,AX,1,100,-0.302
1760385036.182598,901997.000,15237,3,AX,1,100,-0.102
1760385036.222598,902037.000,15237,3,AX,1,100,-0.027
1760385036.262598,902077.000,15256,2,AX,1,100,-0.033
1760385036.302598,902117.000,15256,2,AX,1,100,-0.038
1760385036.342597,902157.000,15275,3,AX,1,100,-0.124
1760385036.382597,902197.000,15275,3,AX,1,100,-0.059
1760385036.422597,902237.000,15275,3,AX,1,100,0.024
1760385036.462597,902277.000,15291,2,AX,1,100,0.062
1760385036.502597,902317.000,15291,2,AX,1,100,0.083
1760385036.542597,902357.000,15307,3,AX,1,100,0.090
1760385036.582597,902397.000,15307,3,AX,1,100,0.086
1760385036.622597,902437.000,15307,3,AX,1,100,0.070
1760385036.662596,902477.000,15323,2,AX,1,100,0.034
1760385036.702596,902517.000,15323,2,AX,1,100,-0.066
1760385036.742596,902557.000,15340,3,AX,1,100,-0.127
1760385036.782596,902597.000,15340,3,AX,1,100,-0.254
1760385036.822596,902637.000,15340,3,AX,1,100,-0.265
1760385036.862596,902677.000,15357,3,AX,1,100,-0.033
1760385036.902596,902717.000,15357,3,AX,1,100,-0.125
1760385036.942596,902757.000,15357,3,AX,1,100,-0.187
1760385036.982596,902797.000,15382,3,AX,1,100,-0.182
1760385037.022595,902837.000,15382,3,AX,1,100,-0.133
1760385037.062595,902877.000,15382,3,AX,1,100,-0.061
1760385037.102595,902917.000,15398,3,AX,1,100,-0.050
1760385037.142595,902957.000,15398,3,AX,1,100,-0.066
1760385037.182595,902997.000,15398,3,AX,1,100,-0.041
1760385037.222595,903037.000,15414,2,AX,1,100,-0.066
1760385037.262595,903077.000,15414,2,AX,1,100,-0.074
1760385037.302595,903117.000,15430,3,AX,1,100,-0.185
1760385037.342595,903157.000,15430,3,AX,1,100,-0.247
1760385037.382594,903197.000,15430,3,AX,1,100,-0.164
1760385037.422594,903237.000,15447,3,AX,1,100,-0.017
1760385037.462594,903277.000,15447,3,AX,1,100,-0.127
1760385037.502594,903317.000,15447,3,AX,1,100,-0.199
1760385037.542594,903357.000,15464,2,AX,1,100,-0.095
1760385037.582594,903397.000,15464,2,AX,1,100,-0.118
1760385037.622594,903437.000,15484,3,AX,1,100,-0.119
1760385037.662594,903477.000,15484,3,AX,1,100,-0.116
1760385037.702594,903517.000,15484,3,AX,1,100,-0.088
1760385037.742593,903557.000,15499,2,AX,1,100,-0.103
1760385037.782593,903597.000,15499,2,AX,1,100,-0.040
1760385037.822593,903637.000,15516,3,AX,1,100,-0.027
1760385037.862593,903677.000,15516,3,AX,1,100,0.042
1760385037.902593,903717.000,15516,3,AX,1,100,0.128
1760385037.942593,903757.000,15533,2,AX,1,100,0.135
1760385037.982593,903797.000,15533,2,AX,1,100,0.146
1760385038.022593,903837.000,15549,3,AX,1,100,0.205
1760385038.062593,903877.000,15549,3,AX,1,100,0.087
1760385038.102592,903917.000,15549,3,AX,1,100,0.001
1760385038.142592,903957.000,15564,2,AX,1,100,-0.137
1760385038.182592,903997.000,15564,2,AX,1,100,-0.245
1760385038.222592,904037.000,15582,3,AX,1,100,-0.071
1760385038.262592,904077.000,15582,3,AX,1,100,-0.034
1760385038.302592,904117.000,15582,3,AX,1,100,-0.194
1760385038.342592,904157.000,15600,2,AX,1,100,-0.164
1760385038.382591,904197.000,15600,2,AX,1,100,-0.109
1760385038.422591,904237.000,15619,3,AX,1,100,-0.013
1760385038.462591,904277.000,15619,3,AX,1,100,0.014
1760385038.502591,904317.000,15619,3,AX,1,100,0.007
1760385038.542591,904357.000,15634,2,AX,1,100,-0.032
1760385038.582591,904397.000,15634,2,AX,1,100,-0.132
1760385038.622591,904437.000,15651,3,AX,1,100,-0.110
1760385038.662591,904477.000,15651,3,AX,1,100,-0.081
1760385038.702591,904517.000,15651,3,AX,1,100,-0.153
1760385038.742590,904557.000,15667,3,AX,1,100,-0.212
1760385038.782590,904597.000,15667,3,AX,1,100,-0.010
1760385038.822590,904637.000,15667,3,AX,1,100,-0.050
1760385038.862590,904677.000,15685,2,AX,1,100,-0.237
1760385038.902590,904717.000,15685,2,AX,1,100,-0.285
1760385038.942590,904757.000,15699,3,AX,1,100,-0.149
1760385038.982590,904797.000,15699,3,AX,1,100,-0.083
1760385039.022590,904837.000,15699,3,AX,1,100,-0.083
1760385039.062590,904877.000,15720,2,AX,1,100,-0.071
1760385039.102589,904917.000,15720,2,AX,1,100,-0.065
1760385039.142589,904957.000,15736,3,AX,1,100,-0.053
1760385039.182589,904997.000,15736,3,AX,1,100,-0.034
1760385039.222589,905037.000,15736,3,AX,1,100,0.058
1760385039.262589,905077.000,15754,2,AX,1,100,0.098
1760385039.302589,905117.000,15754,2,AX,1,100,0.070
1760385039.337922,905152.333,15768,3,AX,1,100,0.078
1760385039.373255,905187.667,15768,3,AX,1,100,0.159
1760385039.408589,905223.000,15768,3,AX,1,100,0.187
1760385039.448588,905263.000,15785,3,AX,1,100,0.183
1760385039.488588,905303.000,15785,3,AX,1,100,-0.070
1760385039.528588,905343.000,15785,3,AX,1,100,-0.263
1760385039.568588,905383.000,15802,2,AX,1,100,-0.041
1760385039.608588,905423.000,15802,2,AX,1,100,0.059
1760385039.648588,905463.000,15821,3,AX,1,100,-0.045
1760385039.688588,905503.000,15821,3,AX,1,100,-0.055
1760385039.728588,905543.000,15821,3,AX,1,100,-0.046
1760385039.768588,905583.000,15837,2,AX,1,100,0.000
1760385039.808587,905623.000,15837,2,AX,1,100,0.017
1760385039.848587,905663.000,15855,3,AX,1,100,0.036
1760385039.888587,905703.000,15855,3,AX,1,100,0.050
1760385039.928587,905743.000,15855,3,AX,1,100,0.059
1760385039.968587,905783.000,15871,2,AX,1,100,-0.004
1760385040.008587,905823.000,15871,2,AX,1,100,-0.024
1760385040.048587,905863.000,15888,3,AX,1,100,-0.104
1760385040.088587,905903.000,15888,3,AX,1,100,-0.154
1760385040.128587,905943.000,15888,3,AX,1,100,-0.058
1760385040.168586,905983.000,15903,2,AX,1,100,-0.173
1760385040.208586,906023.000,15903,2,AX,1,100,-0.199
1760385040.248586,906063.000,15920,3,AX,1,100,-0.104
1760385040.288586,906103.000,15920,3,AX,1,100,-0.095
1760385040.328586,906143.000,15920,3,AX,1,100,-0.047
1760385040.368586,906183.000,15940,2,AX,1,100,0.020
1760385040.408586,906223.000,15940,2,AX,1,100,0.049
1760385040.448586,906263.000,15957,3,AX,1,100,0.027
1760385040.488585,906303.000,15957,3,AX,1,100,0.004
1760385040.528585,906343.000,15957,3,AX,1,100,0.031
1760385040.568585,906383.000,15974,3,AX,1,100,0.039
1760385040.608585,906423.000,15974,3,AX,1,100,0.032
1760385040.648585,906463.000,15974,3,AX,1,100,0.071
1760385040.688585,906503.000,15989,2,AX,1,100,0.107
1760385040.728585,906543.000,15989,2,AX,1,100,0.081
1760385040.768585,906583.000,16005,3,AX,1,100,0.081
1760385040.808584,906623.000,16005,3,AX,1,100,0.037
1760385040.848584,906663.000,16005,3,AX,1,100,-0.082
1760385040.888584,906703.000,16023,2,AX,1,100,-0.290
1760385040.928584,906743.000,16023,2,AX,1,100,-0.139
1760385040.968584,906783.000,16041,3,AX,1,100,0.010
1760385041.008584,906823.000,16041,3,AX,1,100,-0.144
1760385041.048584,906863.000,16041,3,AX,1,100,-0.091
1760385041.088584,906903.000,16058,2,AX,1,100,-0.074
1760385041.128584,906943.000,16058,2,AX,1,100,-0.023
1760385041.168583,906983.000,16075,3,AX,1,100,-0.006
1760385041.208583,907023.000,16075,3,AX,1,100,0.002
1760385041.248583,907063.000,16075,3,AX,1,100,-0.027
1760385041.288583,907103.000,16094,2,AX,1,100,-0.031
1760385041.328583,907143.000,16094,2,AX,1,100,-0.066
1760385041.368583,907183.000,16110,3,AX,1,100,-0.056
1760385041.408583,907223.000,16110,3,AX,1,100,-0.096
1760385041.448583,907263.000,16110,3,AX,1,100,-0.142
1760385041.488083,907302.500,16125,2,AX,1,100,-0.064
1760385041.527582,907342.000,16125,2,AX,1,100,-0.086
1760385041.567916,907382.333,16142,3,AX,1,100,-0.227
1760385041.608249,907422.667,16142,3,AX,1,100,-0.170
1760385041.648582,907463.000,16142,3,AX,1,100,-0.092
1760385041.688249,907502.667,16159,3,AX,1,100,-0.070
1760385041.727915,907542.333,16159,3,AX,1,100,-0.058
1760385041.767582,907582.000,16159,3,AX,1,100,-0.003
1760385041.808082,907622.500,16179,2,AX,1,100,-0.088
1760385041.848582,907663.000,16179,2,AX,1,100,-0.023
1760385041.888248,907702.667,16195,3,AX,1,100,0.026
1760385041.927915,907742.333,16195,3,AX,1,100,0.043
1760385041.967581,907782.000,16195,3,AX,1,100,0.089
1760385042.008081,907822.500,16211,2,AX,1,100,0.101
1760385042.048581,907863.000,16211,2,AX,1,100,0.106
1760385042.088248,907902.667,16235,3,AX,1,100,0.156
1760385042.127914,907942.333,16235,3,AX,1,100,0.137
1760385042.167581,907982.000,16235,3,AX,1,100,0.002
1760385042.207581,908022.000,16252,2,AX,1,100,-0.002
1760385042.247580,908062.000,16252,2,AX,1,100,-0.267
1760385042.287580,908102.000,16268,3,AX,1,100,-0.146
1760385042.327580,908142.000,16268,3,AX,1,100,0.029
1760385042.367580,908182.000,16268,3,AX,1,100,-0.245
1760385042.407580,908222.000,16285,2,AX,1,100,-0.290
1760385042.447580,908262.000,16285,2,AX,1,100,-0.222
1760385042.487580,908302.000,16304,3,AX,1,100,-0.100
1760385042.527580,908342.000,16304,3,AX,1,100,-0.018
1760385042.567580,908382.000,16304,3,AX,1,100,0.014
1760385042.607579,908422.000,16321,2,AX,1,100,0.001
1760385042.647579,908462.000,16321,2,AX,1,100,-0.030
1760385042.683579,908498.000,16338,3,AX,1,100,-0.061
1760385042.719579,908534.000,16338,3,AX,1,100,-0.019
1760385042.755579,908570.000,16338,3,AX,1,100,-0.181
1760385042.795579,908610.000,16352,3,AX,1,100,-0.266
1760385042.835579,908650.000,16352,3,AX,1,100,-0.155
1760385042.875579,908690.000,16352,3,AX,1,100,-0.171
1760385042.915578,908730.000,16370,2,AX,1,100,-0.239
1760385042.955578,908770.000,16370,2,AX,1,100,-0.203
1760385042.995578,908810.000,16386,3,AX,1,100,-0.097
1760385043.035578,908850.000,16386,3,AX,1,100,-0.201
1760385043.075578,908890.000,16386,3,AX,1,100,-0.141
1760385043.115578,908930.000,16405,2,AX,1,100,-0.107
1760385043.155578,908970.000,16405,2,AX,1,100,-0.092
1760385043.195578,909010.000,16422,3,AX,1,100,-0.074
1760385043.235578,909050.000,16422,3,AX,1,100,0.004
1760385043.275577,909090.000,16422,3,AX,1,100,0.036
1760385043.315577,909130.000,16439,2,AX,1,100,0.049
1760385043.355577,909170.000,16439,2,AX,1,100,0.034
1760385043.395577,909210.000,16455,3,AX,1,100,0.046
1760385043.435577,909250.000,16455,3,AX,1,100,0.098
1760385043.475577,909290.000,16455,3,AX,1,100,0.118
1760385043.515577,909330.000,16473,2,AX,1,100,0.066
1760385043.555577,909370.000,16473,2,AX,1,100,-0.057
1760385043.595577,909410.000,16487,3,AX,1,100,-0.226
1760385043.635576,909450.000,16487,3,AX,1,100,-0.292
1760385043.675576,909490.000,16487,3,AX,1,100,-0.039
1760385043.715576,909530.000,16506,3,AX,1,100,-0.191
1760385043.755576,909570.000,16506,3,AX,1,100,-0.167
1760385043.795576,909610.000,16506,3,AX,1,100,-0.061
1760385043.835576,909650.000,16524,2,AX,1,100,0.006
1760385043.875576,909690.000,16524,2,AX,1,100,0.017
1760385043.915576,909730.000,16542,3,AX,1,100,0.046
1760385043.955575,909770.000,16542,3,AX,1,100,0.027
1760385043.995575,909810.000,16542,3,AX,1,100,-0.037
1760385044.035575,909850.000,16556,2,AX,1,100,-0.080
1760385044.075575,909890.000,16556,2,AX,1,100,-0.088
1760385044.115575,909930.000,16573,3,AX,1,100,-0.110
1760385044.155575,909970.000,16573,3,AX,1,100,-0.155
1760385044.195575,910010.000,16573,3,AX,1,100,-0.031
1760385044.235575,910050.000,16590,2,AX,1,100,-0.035
1760385044.275574,910090.000,16590,2,AX,1,100,-0.174
1760385044.315574,910130.000,16607,3,AX,1,100,-0.170
1760385044.355574,910170.000,16607,3,AX,1,100,-0.193
1760385044.395574,910210.000,16607,3,AX,1,100,-0.227
1760385044.435574,910250.000,16625,2,AX,1,100,-0.147
1760385044.475574,910290.000,16625,2,AX,1,100,-0.053
1760385044.515240,910329.667,16643,3,AX,1,100,-0.047
1760385044.554907,910369.333,16643,3,AX,1,100,-0.018
1760385044.594573,910409.000,16643,3,AX,1,100,0.013
1760385044.634573,910449.000,16659,2,AX,1,100,0.006
1760385044.674573,910489.000,16659,2,AX,1,100,0.022
1760385044.714573,910529.000,16676,3,AX,1,100,0.024
1760385044.754573,910569.000,16676,3,AX,1,100,0.051
1760385044.794573,910609.000,16676,3,AX,1,100,0.042
1760385044.835073,910649.500,16691,2,AX,1,100,0.030
1760385044.875573,910690.000,16691,2,AX,1,100,-0.053
1760385044.915239,910729.667,16708,3,AX,1,100,-0.098
1760385044.954906,910769.333,16708,3,AX,1,100,-0.213
1760385044.994572,910809.000,16708,3,AX,1,100,-0.261
1760385045.034572,910849.000,16724,3,AX,1,100,0.001
1760385045.074572,910889.000,16724,3,AX,1,100,-0.168
1760385045.114572,910929.000,16724,3,AX,1,100,-0.217
1760385045.154572,910969.000,16745,2,AX,1,100,-0.098
1760385045.194572,911009.000,16745,2,AX,1,100,-0.042
1760385045.234572,911049.000,16762,3,AX,1,100,0.016
1760385045.274572,911089.000,16762,3,AX,1,100,0.012
1760385045.314572,911129.000,16762,3,AX,1,100,0.013
1760385045.354571,911169.000,16777,2,AX,1,100,0.010
1760385045.394571,911209.000,16777,2,AX,1,100,-0.058
1760385045.434571,911249.000,16793,3,AX,1,100,-0.083
1760385045.474571,911289.000,16793,3,AX,1,100,-0.169
1760385045.514571,911329.000,16793,3,AX,1,100,-0.221
1760385045.554571,911369.000,16811,2,AX,1,100,-0.141
1760385045.594571,911409.000,16811,2,AX,1,100,-0.081
1760385045.634571,911449.000,16829,3,AX,1,100,-0.170
1760385045.674571,911489.000,16829,3,AX,1,100,-0.173
1760385045.714570,911529.000,16829,3,AX,1,100,-0.155
1760385045.754570,911569.000,16844,2,AX,1,100,-0.154
1760385045.794570,911609.000,16844,2,AX,1,100,-0.109
1760385045.834570,911649.000,16863,3,AX,1,100,-0.055
1760385045.874570,911689.000,16863,3,AX,1,100,-0.015
1760385045.914570,911729.000,16863,3,AX,1,100,0.014
1760385045.954570,911769.000,16880,2,AX,1,100,0.049
1760385045.994570,911809.000,16880,2,AX,1,100,0.037
1760385046.034570,911849.000,16896,3,AX,1,100,0.021
1760385046.074569,911889.000,16896,3,AX,1,100,0.030
1760385046.114569,911929.000,16896,3,AX,1,100,0.057
1760385046.154569,911969.000,16911,2,AX,1,100,0.081
1760385046.194569,912009.000,16911,2,AX,1,100,0.069
1760385046.234569,912049.000,16930,3,AX,1,100,0.108
1760385046.274569,912089.000,16930,3,AX,1,100,0.130
1760385046.314569,912129.000,16930,3,AX,1,100,-0.139
1760385046.349902,912164.333,16947,3,AX,1,100,-0.215
1760385046.385235,912199.667,16947,3,AX,1,100,-0.005
1760385046.420568,912235.000,16947,3,AX,1,100,-0.168
1760385046.460568,912275.000,16965,2,AX,1,100,-0.169
1760385046.500568,912315.000,16965,2,AX,1,100,-0.069
1760385046.540568,912355.000,16983,3,AX,1,100,-0.029
1760385046.580568,912395.000,16983,3,AX,1,100,-0.024
1760385046.620568,912435.000,16983,3,AX,1,100,0.008
1760385046.660568,912475.000,16999,2,AX,1,100,0.021
